Net generation from solar for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.SUN.H
17:17:50 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.SUN.H megawatthours
09/21/2021 14H,7497
09/21/2021 13H,3158
09/21/2021 12H,1017
09/21/2021 11H,135
09/21/2021 10H,54
09/21/2021 09H,55
09/21/2021 08H,60
09/21/2021 07H,71
09/21/2021 06H,99
09/21/2021 05H,98
09/21/2021 04H,147
09/21/2021 03H,144
09/21/2021 02H,2205
09/21/2021 01H,4920
09/21/2021 00H,15850
09/20/2021 23H,22663
09/20/2021 22H,26553
09/20/2021 21H,29141
09/20/2021 20H,31805
09/20/2021 19H,33679
09/20/2021 18H,34376
09/20/2021 17H,33093
09/20/2021 16H,30034
09/20/2021 15H,21024
09/20/2021 14H,9257
09/20/2021 13H,3525
09/20/2021 12H,1349
09/20/2021 11H,162
09/20/2021 10H,74
09/20/2021 09H,75
09/20/2021 08H,73
09/20/2021 07H,73
09/20/2021 06H,102
09/20/2021 05H,106
09/20/2021 04H,139
09/20/2021 03H,183
09/20/2021 02H,426
09/20/2021 01H,5339
09/20/2021 00H,17086
09/19/2021 23H,23596
09/19/2021 22H,27057
09/19/2021 21H,30177
09/19/2021 20H,31848
09/19/2021 19H,32036
09/19/2021 18H,33781
09/19/2021 17H,33812
09/19/2021 16H,31225
09/19/2021 15H,24653
09/19/2021 14H,12038
09/19/2021 13H,4945
09/19/2021 12H,1573
09/19/2021 11H,111
09/19/2021 10H,46
09/19/2021 09H,50
09/19/2021 08H,42
09/19/2021 07H,81
09/19/2021 06H,79
09/19/2021 05H,78
09/19/2021 04H,140
09/19/2021 03H,255
09/19/2021 02H,457
09/19/2021 01H,4816
09/19/2021 00H,14846
09/18/2021 23H,21091
09/18/2021 22H,26403
09/18/2021 21H,29659
09/18/2021 20H,31997
09/18/2021 19H,32987
09/18/2021 18H,33936
09/18/2021 17H,32717
09/18/2021 16H,29827
09/18/2021 15H,22418
09/18/2021 14H,10799
09/18/2021 13H,4077
09/18/2021 12H,1030
09/18/2021 11H,107
09/18/2021 10H,63
09/18/2021 09H,64
09/18/2021 08H,60
09/18/2021 07H,51
09/18/2021 06H,57
09/18/2021 05H,56
09/18/2021 04H,81
09/18/2021 03H,103
09/18/2021 02H,2263
09/18/2021 01H,4470
09/18/2021 00H,14716
09/17/2021 23H,22098
09/17/2021 22H,24527
09/17/2021 21H,26571
09/17/2021 20H,28840
09/17/2021 19H,30532
09/17/2021 18H,31162
09/17/2021 17H,30698
09/17/2021 16H,27636
09/17/2021 15H,20362
09/17/2021 14H,8450
09/17/2021 13H,2291
09/17/2021 12H,517
09/17/2021 11H,75
09/17/2021 10H,68
09/17/2021 09H,55
09/17/2021 08H,66
09/17/2021 07H,66
09/17/2021 06H,90
09/17/2021 05H,113
09/17/2021 04H,226
09/17/2021 03H,153
09/17/2021 02H,506
09/17/2021 01H,6126
09/17/2021 00H,18095
09/16/2021 23H,24574
09/16/2021 22H,27740
09/16/2021 21H,30013
09/16/2021 20H,32581
09/16/2021 19H,32765
09/16/2021 18H,33417
09/16/2021 17H,33545
09/16/2021 16H,30817
09/16/2021 15H,23497
09/16/2021 14H,9935
09/16/2021 13H,2952
09/16/2021 12H,897
09/16/2021 11H,135
09/16/2021 10H,71
09/16/2021 09H,143
09/16/2021 08H,151
09/16/2021 07H,156
09/16/2021 06H,193
09/16/2021 05H,223
09/16/2021 04H,138
09/16/2021 03H,441
09/16/2021 02H,731
09/16/2021 01H,6200
09/16/2021 00H,18159
09/15/2021 23H,24457
09/15/2021 22H,28323
09/15/2021 21H,31180
09/15/2021 20H,33166
09/15/2021 19H,34727
09/15/2021 18H,35662
09/15/2021 17H,34909
09/15/2021 16H,32261
09/15/2021 15H,23821
09/15/2021 14H,11022
09/15/2021 13H,4371
09/15/2021 12H,1285
09/15/2021 11H,121
09/15/2021 10H,40
09/15/2021 09H,43
09/15/2021 08H,49
09/15/2021 07H,62
09/15/2021 06H,88
09/15/2021 05H,108
09/15/2021 04H,125
09/15/2021 03H,147
09/15/2021 02H,3414
09/15/2021 01H,6588
09/15/2021 00H,20820
09/14/2021 23H,24241
09/14/2021 22H,28746
09/14/2021 21H,32592
09/14/2021 20H,35333
09/14/2021 19H,36837
09/14/2021 18H,37236
09/14/2021 17H,36840
09/14/2021 16H,34786
09/14/2021 15H,26893
09/14/2021 14H,13062
09/14/2021 13H,5054
09/14/2021 12H,1363
09/14/2021 11H,149
09/14/2021 10H,41
09/14/2021 09H,47
09/14/2021 08H,47
09/14/2021 07H,64
09/14/2021 06H,77
09/14/2021 05H,83
09/14/2021 04H,128
09/14/2021 03H,140
09/14/2021 02H,596
09/14/2021 01H,6892
09/14/2021 00H,18483
09/13/2021 23H,25312
09/13/2021 22H,30250
09/13/2021 21H,33837
09/13/2021 20H,35773
09/13/2021 19H,37070
09/13/2021 18H,37578
09/13/2021 17H,37437
09/13/2021 16H,35399
09/13/2021 15H,27312
09/13/2021 14H,13429
09/13/2021 13H,5194
09/13/2021 12H,1298
09/13/2021 11H,105
09/13/2021 10H,38
09/13/2021 09H,32
09/13/2021 08H,37
09/13/2021 07H,43
09/13/2021 06H,77
09/13/2021 05H,74
09/13/2021 04H,103
09/13/2021 03H,162
09/13/2021 02H,564
09/13/2021 01H,7186
09/13/2021 00H,18747
09/12/2021 23H,25613
09/12/2021 22H,30585
09/12/2021 21H,34477
09/12/2021 20H,36734
09/12/2021 19H,37848
09/12/2021 18H,38752
09/12/2021 17H,38602
09/12/2021 16H,35832
09/12/2021 15H,26708
09/12/2021 14H,13305
09/12/2021 13H,5367
09/12/2021 12H,1685
09/12/2021 11H,151
09/12/2021 10H,37
09/12/2021 09H,31
09/12/2021 08H,33
09/12/2021 07H,44
09/12/2021 06H,53
09/12/2021 05H,85
09/12/2021 04H,108
09/12/2021 03H,198
09/12/2021 02H,639
09/12/2021 01H,6886
09/12/2021 00H,18104
09/11/2021 23H,25092
09/11/2021 22H,30152
09/11/2021 21H,33554
09/11/2021 20H,35554
09/11/2021 19H,37465
09/11/2021 18H,38261
09/11/2021 17H,37723
09/11/2021 16H,34794
09/11/2021 15H,26042
09/11/2021 14H,13091
09/11/2021 13H,5599
09/11/2021 12H,1614
09/11/2021 11H,163
09/11/2021 10H,5
09/11/2021 09H,11
09/11/2021 08H,10
09/11/2021 07H,18
09/11/2021 06H,36
09/11/2021 05H,35
09/11/2021 04H,66
09/11/2021 03H,147
09/11/2021 02H,3199
09/11/2021 01H,5613
09/11/2021 00H,14842
09/10/2021 23H,23094
09/10/2021 22H,30182
09/10/2021 21H,33565
09/10/2021 20H,35905
09/10/2021 19H,37266
09/10/2021 18H,37537
09/10/2021 17H,37784
09/10/2021 16H,34524
09/10/2021 15H,26410
09/10/2021 14H,14801
09/10/2021 13H,6336
09/10/2021 12H,2097
09/10/2021 11H,97
09/10/2021 10H,9
09/10/2021 09H,32
09/10/2021 08H,47
09/10/2021 07H,55
09/10/2021 06H,74
09/10/2021 05H,111
09/10/2021 04H,130
09/10/2021 03H,241
09/10/2021 02H,510
09/10/2021 01H,5072
09/10/2021 00H,15721
09/9/2021 23H,23094
09/9/2021 22H,28960
09/9/2021 21H,30760
09/9/2021 20H,32683
09/9/2021 19H,33249
09/9/2021 18H,33476
09/9/2021 17H,32057
09/9/2021 16H,28879
09/9/2021 15H,22481
09/9/2021 14H,9903
09/9/2021 13H,2950
09/9/2021 12H,539
09/9/2021 11H,65
09/9/2021 10H,47
09/9/2021 09H,44
09/9/2021 08H,47
09/9/2021 07H,56
09/9/2021 06H,108
09/9/2021 05H,126
09/9/2021 04H,137
09/9/2021 03H,298
09/9/2021 02H,711
09/9/2021 01H,6969
09/9/2021 00H,17672
09/8/2021 23H,23640
09/8/2021 22H,27364
09/8/2021 21H,29949
09/8/2021 20H,32249
09/8/2021 19H,34287
09/8/2021 18H,35305
09/8/2021 17H,34218
09/8/2021 16H,30950
09/8/2021 15H,23997
09/8/2021 14H,11173
09/8/2021 13H,4257
09/8/2021 12H,1299
09/8/2021 11H,146
09/8/2021 10H,38
09/8/2021 09H,35
09/8/2021 08H,38
09/8/2021 07H,55
09/8/2021 06H,103
09/8/2021 05H,110
09/8/2021 04H,196
09/8/2021 03H,286
09/8/2021 02H,790
09/8/2021 01H,7703
09/8/2021 00H,18808
09/7/2021 23H,24857
09/7/2021 22H,30034
09/7/2021 21H,33587
09/7/2021 20H,35202
09/7/2021 19H,36915
09/7/2021 18H,37901
09/7/2021 17H,37473
09/7/2021 16H,35152
09/7/2021 15H,27505
09/7/2021 14H,13950
09/7/2021 13H,5808
09/7/2021 12H,1907
09/7/2021 11H,223
09/7/2021 10H,72
09/7/2021 09H,76
09/7/2021 08H,77
09/7/2021 07H,89
09/7/2021 06H,143
09/7/2021 05H,200
09/7/2021 04H,202
09/7/2021 03H,205
09/7/2021 02H,881
09/7/2021 01H,8145
09/7/2021 00H,19221
09/6/2021 23H,25377
09/6/2021 22H,29830
09/6/2021 21H,32913
09/6/2021 20H,35079
09/6/2021 19H,36772
09/6/2021 18H,37143
09/6/2021 17H,36771
09/6/2021 16H,34460
09/6/2021 15H,26990
09/6/2021 14H,13432
09/6/2021 13H,5446
09/6/2021 12H,1500
09/6/2021 11H,167
09/6/2021 10H,47
09/6/2021 09H,52
09/6/2021 08H,52
09/6/2021 07H,74
09/6/2021 06H,147
09/6/2021 05H,167
09/6/2021 04H,149
09/6/2021 03H,245
09/6/2021 02H,870
09/6/2021 01H,7891
09/6/2021 00H,17740
09/5/2021 23H,25242
09/5/2021 22H,30518
09/5/2021 21H,33680
09/5/2021 20H,35896
09/5/2021 19H,37818
09/5/2021 18H,37924
09/5/2021 17H,37272
09/5/2021 16H,34613
09/5/2021 15H,26735
09/5/2021 14H,13204
09/5/2021 13H,5282
09/5/2021 12H,1624
09/5/2021 11H,305
09/5/2021 10H,92
09/5/2021 09H,86
09/5/2021 08H,87
09/5/2021 07H,83
09/5/2021 06H,113
09/5/2021 05H,108
09/5/2021 04H,111
09/5/2021 03H,330
09/5/2021 02H,1058
09/5/2021 01H,8787
09/5/2021 00H,19548
09/4/2021 23H,26791
09/4/2021 22H,32070
09/4/2021 21H,35821
09/4/2021 20H,37803
09/4/2021 19H,38864
09/4/2021 18H,39484
09/4/2021 17H,38971
09/4/2021 16H,36884
09/4/2021 15H,29671
09/4/2021 14H,15411
09/4/2021 13H,6366
09/4/2021 12H,2072
09/4/2021 11H,270
09/4/2021 10H,83
09/4/2021 09H,84
09/4/2021 08H,87
09/4/2021 07H,84
09/4/2021 06H,106
09/4/2021 05H,112
09/4/2021 04H,152
09/4/2021 03H,418
09/4/2021 02H,1128
09/4/2021 01H,9182
09/4/2021 00H,19751
09/3/2021 23H,26188
09/3/2021 22H,31336
09/3/2021 21H,35267
09/3/2021 20H,37238
09/3/2021 19H,38196
09/3/2021 18H,39109
09/3/2021 17H,38574
09/3/2021 16H,36269
09/3/2021 15H,28972
09/3/2021 14H,15603
09/3/2021 13H,7091
09/3/2021 12H,2305
09/3/2021 11H,316
09/3/2021 10H,72
09/3/2021 09H,69
09/3/2021 08H,75
09/3/2021 07H,85
09/3/2021 06H,131
09/3/2021 05H,127
09/3/2021 04H,136
09/3/2021 03H,367
09/3/2021 02H,1234
09/3/2021 01H,9142
09/3/2021 00H,18991
09/2/2021 23H,26184
09/2/2021 22H,31879
09/2/2021 21H,35254
09/2/2021 20H,37159
09/2/2021 19H,37679
09/2/2021 18H,38037
09/2/2021 17H,37425
09/2/2021 16H,34643
09/2/2021 15H,26255
09/2/2021 14H,13500
09/2/2021 13H,5485
09/2/2021 12H,1589
09/2/2021 11H,134
09/2/2021 10H,57
09/2/2021 09H,54
09/2/2021 08H,61
09/2/2021 07H,82
09/2/2021 06H,98
09/2/2021 05H,101
09/2/2021 04H,99
09/2/2021 03H,356
09/2/2021 02H,1092
09/2/2021 01H,8033
09/2/2021 00H,17777
09/1/2021 23H,23137
09/1/2021 22H,27068
09/1/2021 21H,29930
09/1/2021 20H,31215
09/1/2021 19H,31325
09/1/2021 18H,31158
09/1/2021 17H,29744
09/1/2021 16H,28053
09/1/2021 15H,21895
09/1/2021 14H,10863
09/1/2021 13H,3882
09/1/2021 12H,1125
09/1/2021 11H,148
09/1/2021 10H,53
09/1/2021 09H,49
09/1/2021 08H,46
09/1/2021 07H,51
09/1/2021 06H,90
09/1/2021 05H,114
09/1/2021 04H,93
09/1/2021 03H,279
09/1/2021 02H,761
09/1/2021 01H,5467
09/1/2021 00H,10833
08/31/2021 23H,15393
08/31/2021 22H,20430
08/31/2021 21H,25307
08/31/2021 20H,28921
08/31/2021 19H,30825
08/31/2021 18H,31074
08/31/2021 17H,30470
08/31/2021 16H,28429
08/31/2021 15H,23030
08/31/2021 14H,11662
08/31/2021 13H,5179
08/31/2021 12H,1794
08/31/2021 11H,309
08/31/2021 10H,89
08/31/2021 09H,44
08/31/2021 08H,77
08/31/2021 07H,72
08/31/2021 06H,124
08/31/2021 05H,109
08/31/2021 04H,91
08/31/2021 03H,321
08/31/2021 02H,921
08/31/2021 01H,6883
08/31/2021 00H,14527
08/30/2021 23H,19425
08/30/2021 22H,25983
08/30/2021 21H,29400
08/30/2021 20H,32438
08/30/2021 19H,33214
08/30/2021 18H,34115
08/30/2021 17H,33305
08/30/2021 16H,28062
08/30/2021 15H,23898
08/30/2021 14H,12813
08/30/2021 13H,5184
08/30/2021 12H,1775
08/30/2021 11H,267
08/30/2021 10H,56
08/30/2021 09H,31
08/30/2021 08H,33
08/30/2021 07H,37
08/30/2021 06H,79
08/30/2021 05H,93
08/30/2021 04H,112
08/30/2021 03H,408
08/30/2021 02H,1191
08/30/2021 01H,8648
08/30/2021 00H,17709
08/29/2021 23H,22363
08/29/2021 22H,27184
08/29/2021 21H,31140
08/29/2021 20H,33531
08/29/2021 19H,34565
08/29/2021 18H,34546
08/29/2021 17H,32866
08/29/2021 16H,31071
08/29/2021 15H,23830
08/29/2021 14H,12536
08/29/2021 13H,4640
08/29/2021 12H,1311
08/29/2021 11H,198
08/29/2021 10H,46
08/29/2021 09H,47
08/29/2021 08H,56
08/29/2021 07H,51
08/29/2021 06H,110
08/29/2021 05H,115
08/29/2021 04H,2135
08/29/2021 03H,2487
08/29/2021 02H,3500
08/29/2021 01H,11830
08/29/2021 00H,21109
08/28/2021 23H,24514
08/28/2021 22H,29148
08/28/2021 21H,32680
08/28/2021 20H,34166
08/28/2021 19H,35515
08/28/2021 18H,36281
08/28/2021 17H,35734
08/28/2021 16H,33398
08/28/2021 15H,26417
08/28/2021 14H,13994
08/28/2021 13H,5131
08/28/2021 12H,1798
08/28/2021 11H,231
08/28/2021 10H,38
08/28/2021 09H,42
08/28/2021 08H,40
08/28/2021 07H,67
08/28/2021 06H,106
08/28/2021 05H,114
08/28/2021 04H,166
08/28/2021 03H,803
08/28/2021 02H,1884
08/28/2021 01H,10784
08/28/2021 00H,20474
08/27/2021 23H,25404
08/27/2021 22H,29470
08/27/2021 21H,32522
08/27/2021 20H,34376
08/27/2021 19H,35799
08/27/2021 18H,36426
08/27/2021 17H,36578
08/27/2021 16H,34680
08/27/2021 15H,27852
08/27/2021 14H,14512
08/27/2021 13H,5493
08/27/2021 12H,2073
08/27/2021 11H,272
08/27/2021 10H,71
08/27/2021 09H,39
08/27/2021 08H,41
08/27/2021 07H,65
08/27/2021 06H,106
08/27/2021 05H,162
08/27/2021 04H,151
08/27/2021 03H,174
08/27/2021 02H,1923
08/27/2021 01H,11410
08/27/2021 00H,20849
08/26/2021 23H,26160
08/26/2021 22H,31259
08/26/2021 21H,34240
08/26/2021 20H,35958
08/26/2021 19H,36750
08/26/2021 18H,37038
08/26/2021 17H,36619
08/26/2021 16H,34968
08/26/2021 15H,28301
08/26/2021 14H,14994
08/26/2021 13H,5604
08/26/2021 12H,1819
08/26/2021 11H,299
08/26/2021 10H,83
08/26/2021 09H,50
08/26/2021 08H,53
08/26/2021 07H,66
08/26/2021 06H,119
08/26/2021 05H,134
08/26/2021 04H,131
08/26/2021 03H,595
08/26/2021 02H,1668
08/26/2021 01H,10773
08/26/2021 00H,20419
08/25/2021 23H,25697
08/25/2021 22H,29636
08/25/2021 21H,32724
08/25/2021 20H,34981
08/25/2021 19H,36380
08/25/2021 18H,37084
08/25/2021 17H,36343
08/25/2021 16H,34174
08/25/2021 15H,27653
08/25/2021 14H,14854
08/25/2021 13H,5654
08/25/2021 12H,1810
08/25/2021 11H,344
08/25/2021 10H,80
08/25/2021 09H,47
08/25/2021 08H,49
08/25/2021 07H,75
08/25/2021 06H,124
08/25/2021 05H,126
08/25/2021 04H,118
08/25/2021 03H,599
08/25/2021 02H,1733
08/25/2021 01H,10853
08/25/2021 00H,21274
08/24/2021 23H,26805
08/24/2021 22H,31142
08/24/2021 21H,34318
08/24/2021 20H,36124
08/24/2021 19H,36942
08/24/2021 18H,37304
08/24/2021 17H,36697
08/24/2021 16H,34232
08/24/2021 15H,28291
08/24/2021 14H,15760
08/24/2021 13H,5900
08/24/2021 12H,2180
08/24/2021 11H,334
08/24/2021 10H,88
08/24/2021 09H,60
08/24/2021 08H,58
08/24/2021 07H,87
08/24/2021 06H,142
08/24/2021 05H,347
08/24/2021 04H,339
08/24/2021 03H,382
08/24/2021 02H,2110
08/24/2021 01H,11475
08/24/2021 00H,21646
08/23/2021 23H,27208
08/23/2021 22H,31576
08/23/2021 21H,34375
08/23/2021 20H,36415
08/23/2021 19H,37221
08/23/2021 18H,37200
08/23/2021 17H,36681
08/23/2021 16H,33786
08/23/2021 15H,27149
08/23/2021 14H,14050
08/23/2021 13H,4886
08/23/2021 12H,1694
08/23/2021 11H,428
08/23/2021 10H,240
08/23/2021 09H,221
08/23/2021 08H,220
08/23/2021 07H,247
08/23/2021 06H,272
08/23/2021 05H,93
08/23/2021 04H,92
08/23/2021 03H,687
08/23/2021 02H,2068
08/23/2021 01H,11835
08/23/2021 00H,21587
08/22/2021 23H,26626
08/22/2021 22H,30416
08/22/2021 21H,32675
08/22/2021 20H,34719
08/22/2021 19H,35835
08/22/2021 18H,35926
08/22/2021 17H,35523
08/22/2021 16H,33424
08/22/2021 15H,26006
08/22/2021 14H,13427
08/22/2021 13H,4719
08/22/2021 12H,1855
08/22/2021 11H,301
08/22/2021 10H,30
08/22/2021 09H,29
08/22/2021 08H,44
08/22/2021 07H,72
08/22/2021 06H,122
08/22/2021 05H,128
08/22/2021 04H,125
08/22/2021 03H,803
08/22/2021 02H,2058
08/22/2021 01H,10331
08/22/2021 00H,19152
08/21/2021 23H,24828
08/21/2021 22H,29255
08/21/2021 21H,32373
08/21/2021 20H,34506
08/21/2021 19H,35255
08/21/2021 18H,35096
08/21/2021 17H,34176
08/21/2021 16H,31478
08/21/2021 15H,23225
08/21/2021 14H,11754
08/21/2021 13H,4723
08/21/2021 12H,1455
08/21/2021 11H,171
08/21/2021 10H,44
08/21/2021 09H,45
08/21/2021 08H,40
08/21/2021 07H,66
08/21/2021 06H,114
08/21/2021 05H,245
08/21/2021 04H,242
08/21/2021 03H,805
08/21/2021 02H,1957
08/21/2021 01H,9735
08/21/2021 00H,17695
08/20/2021 23H,23793
08/20/2021 22H,29283
08/20/2021 21H,32356
08/20/2021 20H,34283
08/20/2021 19H,35295
08/20/2021 18H,35404
08/20/2021 17H,33313
08/20/2021 16H,29344
08/20/2021 15H,22103
08/20/2021 14H,11147
08/20/2021 13H,3659
08/20/2021 12H,895
08/20/2021 11H,139
08/20/2021 10H,41
08/20/2021 09H,67
08/20/2021 08H,76
08/20/2021 07H,81
08/20/2021 06H,101
08/20/2021 05H,171
08/20/2021 04H,166
08/20/2021 03H,685
08/20/2021 02H,1674
08/20/2021 01H,7850
08/20/2021 00H,15031
08/19/2021 23H,21808
08/19/2021 22H,27808
08/19/2021 21H,32365
08/19/2021 20H,35073
08/19/2021 19H,36044
08/19/2021 18H,36179
08/19/2021 17H,34129
08/19/2021 16H,30235
08/19/2021 15H,24171
08/19/2021 14H,14865
08/19/2021 13H,6519
08/19/2021 12H,1991
08/19/2021 11H,375
08/19/2021 10H,125
08/19/2021 09H,147
08/19/2021 08H,149
08/19/2021 07H,148
08/19/2021 06H,170
08/19/2021 05H,162
08/19/2021 04H,163
08/19/2021 03H,978
08/19/2021 02H,1944
08/19/2021 01H,8984
08/19/2021 00H,17093
08/18/2021 23H,23852
08/18/2021 22H,29313
08/18/2021 21H,33137
08/18/2021 20H,34677
08/18/2021 19H,34760
08/18/2021 18H,34646
08/18/2021 17H,32926
08/18/2021 16H,30090
08/18/2021 15H,22914
08/18/2021 14H,12165
08/18/2021 13H,5013
08/18/2021 12H,1622
08/18/2021 11H,400
08/18/2021 10H,116
08/18/2021 09H,127
08/18/2021 08H,149
08/18/2021 07H,138
08/18/2021 06H,169
08/18/2021 05H,162
08/18/2021 04H,156
08/18/2021 03H,1298
08/18/2021 02H,2407
08/18/2021 01H,10269
08/18/2021 00H,17863
08/17/2021 23H,23211
08/17/2021 22H,26866
08/17/2021 21H,29870
08/17/2021 20H,31276
08/17/2021 19H,31282
08/17/2021 18H,31114
08/17/2021 17H,28849
08/17/2021 16H,25408
08/17/2021 15H,18728
08/17/2021 14H,9998
08/17/2021 13H,4684
08/17/2021 12H,1725
08/17/2021 11H,345
08/17/2021 10H,43
08/17/2021 09H,50
08/17/2021 08H,52
08/17/2021 07H,46
08/17/2021 06H,74
08/17/2021 05H,102
08/17/2021 04H,119
08/17/2021 03H,901
08/17/2021 02H,2024
08/17/2021 01H,8289
08/17/2021 00H,15746
08/16/2021 23H,20602
08/16/2021 22H,24765
08/16/2021 21H,27764
08/16/2021 20H,29884
08/16/2021 19H,31359
08/16/2021 18H,31250
08/16/2021 17H,30663
08/16/2021 16H,27069
08/16/2021 15H,19854
08/16/2021 14H,10085
08/16/2021 13H,3529
08/16/2021 12H,1065
08/16/2021 11H,201
08/16/2021 10H,18
08/16/2021 09H,24
08/16/2021 08H,49
08/16/2021 07H,55
08/16/2021 06H,77
08/16/2021 05H,53
08/16/2021 04H,59
08/16/2021 03H,209
08/16/2021 02H,1806
08/16/2021 01H,10099
08/16/2021 00H,18401
08/15/2021 23H,23406
08/15/2021 22H,25578
08/15/2021 21H,26996
08/15/2021 20H,29218
08/15/2021 19H,31156
08/15/2021 18H,31211
08/15/2021 17H,29874
08/15/2021 16H,26491
08/15/2021 15H,21161
08/15/2021 14H,11563
08/15/2021 13H,5229
08/15/2021 12H,1832
08/15/2021 11H,264
08/15/2021 10H,32
08/15/2021 09H,35
08/15/2021 08H,35
08/15/2021 07H,44
08/15/2021 06H,86
08/15/2021 05H,106
08/15/2021 04H,93
08/15/2021 03H,910
08/15/2021 02H,1927
08/15/2021 01H,7679
08/15/2021 00H,14880
08/14/2021 23H,19065
08/14/2021 22H,23016
08/14/2021 21H,25316
08/14/2021 20H,28093
08/14/2021 19H,29058
08/14/2021 18H,31219
08/14/2021 17H,30882
08/14/2021 16H,28116
08/14/2021 15H,21528
08/14/2021 14H,12938
08/14/2021 13H,6137
08/14/2021 12H,2202
08/14/2021 11H,401
08/14/2021 10H,36
08/14/2021 09H,23
08/14/2021 08H,36
08/14/2021 07H,36
08/14/2021 06H,65
08/14/2021 05H,74
08/14/2021 04H,77
08/14/2021 03H,1134
08/14/2021 02H,2118
08/14/2021 01H,8870
08/14/2021 00H,16135
08/13/2021 23H,22422
08/13/2021 22H,27935
08/13/2021 21H,31340
08/13/2021 20H,33709
08/13/2021 19H,35121
08/13/2021 18H,35213
08/13/2021 17H,35178
08/13/2021 16H,32148
08/13/2021 15H,25981
08/13/2021 14H,15943
08/13/2021 13H,7263
08/13/2021 12H,2475
08/13/2021 11H,418
08/13/2021 10H,66
08/13/2021 09H,46
08/13/2021 08H,55
08/13/2021 07H,43
08/13/2021 06H,69
08/13/2021 05H,76
08/13/2021 04H,126
08/13/2021 03H,210
08/13/2021 02H,2468
08/13/2021 01H,9883
08/13/2021 00H,16791
08/12/2021 23H,23034
08/12/2021 22H,28265
08/12/2021 21H,33705
08/12/2021 20H,36201
08/12/2021 19H,36872
08/12/2021 18H,36559
08/12/2021 17H,35248
08/12/2021 16H,32098
08/12/2021 15H,26002
08/12/2021 14H,15869
08/12/2021 13H,7093
08/12/2021 12H,2394
08/12/2021 11H,384
08/12/2021 10H,31
08/12/2021 09H,22
08/12/2021 08H,31
08/12/2021 07H,37
08/12/2021 06H,66
08/12/2021 05H,75
08/12/2021 04H,70
08/12/2021 03H,222
08/12/2021 02H,2140
08/12/2021 01H,9257
08/12/2021 00H,15950
08/11/2021 23H,21574
08/11/2021 22H,28114
08/11/2021 21H,31526
08/11/2021 20H,33365
08/11/2021 19H,34785
08/11/2021 18H,35616
08/11/2021 17H,33874
08/11/2021 16H,29438
08/11/2021 15H,24345
08/11/2021 14H,15000
08/11/2021 13H,6809
08/11/2021 12H,2340
08/11/2021 11H,352
08/11/2021 10H,37
08/11/2021 09H,30
08/11/2021 08H,37
08/11/2021 07H,64
08/11/2021 06H,87
08/11/2021 05H,99
08/11/2021 04H,86
08/11/2021 03H,1396
08/11/2021 02H,2999
08/11/2021 01H,11247
08/11/2021 00H,17891
08/10/2021 23H,22111
08/10/2021 22H,28105
08/10/2021 21H,31342
08/10/2021 20H,34203
08/10/2021 19H,35277
08/10/2021 18H,33864
08/10/2021 17H,33017
08/10/2021 16H,29723
08/10/2021 15H,24869
08/10/2021 14H,15887
08/10/2021 13H,6464
08/10/2021 12H,2226
08/10/2021 11H,378
08/10/2021 10H,27
08/10/2021 09H,22
08/10/2021 08H,15
08/10/2021 07H,23
08/10/2021 06H,65
08/10/2021 05H,62
08/10/2021 04H,72
08/10/2021 03H,1797
08/10/2021 02H,3436
08/10/2021 01H,12130
08/10/2021 00H,19386
08/9/2021 23H,25623
08/9/2021 22H,30175
08/9/2021 21H,33835
08/9/2021 20H,35406
08/9/2021 19H,36724
08/9/2021 18H,36365
08/9/2021 17H,35717
08/9/2021 16H,34126
08/9/2021 15H,28516
08/9/2021 14H,16319
08/9/2021 13H,6949
08/9/2021 12H,2487
08/9/2021 11H,470
08/9/2021 10H,35
08/9/2021 09H,40
08/9/2021 08H,39
08/9/2021 07H,43
08/9/2021 06H,93
08/9/2021 05H,100
08/9/2021 04H,171
08/9/2021 03H,360
08/9/2021 02H,3523
08/9/2021 01H,13182
08/9/2021 00H,20789
08/8/2021 23H,26197
08/8/2021 22H,31475
08/8/2021 21H,34916
08/8/2021 20H,36219
08/8/2021 19H,37297
08/8/2021 18H,37375
08/8/2021 17H,36199
08/8/2021 16H,32071
08/8/2021 15H,25964
08/8/2021 14H,15407
08/8/2021 13H,5439
08/8/2021 12H,1523
08/8/2021 11H,108
08/8/2021 10H,-1
08/8/2021 09H,-1
08/8/2021 08H,4
08/8/2021 07H,38
08/8/2021 06H,71
08/8/2021 05H,71
08/8/2021 04H,83
08/8/2021 03H,1399
08/8/2021 02H,3093
08/8/2021 01H,12656
08/8/2021 00H,21272
08/7/2021 23H,27166
08/7/2021 22H,31010
08/7/2021 21H,32852
08/7/2021 20H,34446
08/7/2021 19H,34153
08/7/2021 18H,33495
08/7/2021 17H,31273
08/7/2021 16H,27725
08/7/2021 15H,22028
08/7/2021 14H,11102
08/7/2021 13H,3092
08/7/2021 12H,888
08/7/2021 11H,152
08/7/2021 10H,14
08/7/2021 09H,12
08/7/2021 08H,22
08/7/2021 07H,50
08/7/2021 06H,89
08/7/2021 05H,106
08/7/2021 04H,106
08/7/2021 03H,328
08/7/2021 02H,3646
08/7/2021 01H,13770
08/7/2021 00H,21845
08/6/2021 23H,26689
08/6/2021 22H,30239
